Time,Conditions
2014041522,Rain
2014041522,Light Snow
2014041523,Light Snow
2014041523,Light Snow
2014041523,Light Snow
2014041523,Light Snow
2014041523,Light Snow
2014041600,Light Snow
2014041600,Light Snow
2014041600,Light Snow
2014041600,Light Snow
2014041600,Rain
2014041600,Light Snow
2014041601,Overcast
2014041602,Mostly Cloudy
2014041603,Mostly Cloudy
2014041604,Mostly Cloudy
2014041605,Partly Cloudy
2014041606,Mostly Cloudy
2014041607,Clear
2014041608,Clear
2014041609,Clear
2014041610,Clear
2014041611,Clear
2014041612,Clear
2014041613,Clear
2014041614,Clear
2014041615,Clear
2014041616,Clear
2014041617,Clear
2014041618,Clear
2014041619,Clear
2014041620,Clear
2014041621,Clear
2014041622,Clear
2014041623,Clear
2014041700,Clear
2014041701,Clear
2014041702,Clear
2014041703,Clear
2014041704,Clear
2014041705,Clear
2014041706,Clear
2014041707,Clear
2014041708,Clear
2014041709,Clear
2014041710,Clear
2014041711,Clear
2014041712,Partly Cloudy
2014041713,Overcast
2014041714,Overcast
2014041715,Overcast
2014041716,Partly Cloudy
2014041717,Mostly Cloudy
2014041718,Partly Cloudy
2014041719,Clear
2014041720,Clear
2014041721,Clear
2014041722,Clear
2014041723,Clear
2014041800,Clear
2014041801,Clear
2014041802,Mostly Cloudy
2014041803,Overcast
2014041804,Overcast
2014041805,Overcast
2014041806,Overcast
2014041807,Mostly Cloudy
2014041808,Overcast
2014041809,Mostly Cloudy
2014041810,Partly Cloudy
2014041810,Scattered Clouds
2014041811,Mostly Cloudy
2014041811,Scattered Clouds
2014041811,Mostly Cloudy
2014041811,Partly Cloudy
2014041811,Mostly Cloudy
2014041812,Scattered Clouds
2014041812,Clear
2014041813,Clear
2014041814,Clear
2014041815,Clear
2014041816,Clear
2014041817,Clear
2014041818,Clear
2014041819,Clear
2014041820,Clear
2014041821,Clear
2014041822,Clear
2014041823,Clear
2014041900,Clear
2014041901,Clear
2014041902,Clear
2014041903,Clear
2014041904,Clear
2014041905,Clear
2014041906,Clear
2014041907,Clear
2014041908,Clear
2014041909,Clear
2014041910,Clear
2014041911,Clear
2014041912,Clear
2014041913,Clear
2014041914,Clear
2014041915,Clear
2014041916,Clear
2014041917,Clear
2014041918,Clear
2014041919,Clear
2014041920,Clear
2014041921,Clear
2014041922,Clear
2014041923,Clear
2014042000,Clear
2014042001,Clear
2014042002,Clear
2014042003,Clear
2014042004,Clear
2014042005,Clear
2014042006,Clear
2014042007,Clear
2014042008,Clear
2014042009,Clear
2014042010,Clear
2014042011,Clear
2014042012,Clear
2014042013,Clear
2014042014,Clear
2014042015,Clear
2014042016,Clear
2014042017,Clear
2014042018,Clear
2014042019,Clear
2014042020,Clear
2014042021,Clear
2014042022,Clear
2014042023,Clear
2014042100,Clear
2014042101,Clear
2014042102,Clear
2014042103,Clear
2014042104,Clear
2014042105,Clear
2014042106,Clear
2014042107,Clear
2014042108,Clear
2014042109,Clear
2014042110,Clear
2014042111,Clear
2014042112,Clear
2014042113,Clear
2014042114,Clear
2014042115,Clear
2014042116,Clear
2014042117,Clear
2014042118,Clear
2014042119,Clear
2014042120,Clear
2014042121,Clear
2014042122,Clear
2014042123,Clear
2014042200,Clear
2014042201,Clear
2014042202,Clear
2014042203,Clear
2014042204,Clear
2014042205,Clear
2014042206,Clear
2014042207,Clear
2014042208,Clear
2014042209,Clear
2014042210,Clear
2014042211,Clear
2014042212,Clear
2014042213,Clear
2014042214,Clear
2014042215,Mostly Cloudy
2014042216,Overcast
2014042217,Overcast
2014042218,Overcast
2014042219,Light Rain
2014042220,Scattered Clouds
2014042221,Mostly Cloudy
2014042222,Clear
2014042223,Clear
2014042300,Clear
2014042301,Clear
2014042302,Mostly Cloudy
2014042302,Overcast
2014042303,Overcast
2014042303,Overcast
2014042304,Overcast
2014042305,Overcast
2014042305,Overcast
2014042306,Overcast
2014042307,Overcast
2014042308,Overcast
2014042309,Mostly Cloudy
2014042310,Overcast
2014042311,Overcast
2014042312,Overcast
2014042313,Overcast
2014042314,Overcast
2014042315,Mostly Cloudy
2014042316,Mostly Cloudy
2014042317,Scattered Clouds
2014042318,Mostly Cloudy
2014042319,Mostly Cloudy
2014042320,Overcast
2014042321,Overcast
2014042322,Mostly Cloudy
2014042323,Partly Cloudy
2014042400,Clear
2014042401,Clear
2014042402,Clear
2014042403,Clear
2014042404,Clear
2014042405,Clear
2014042406,Clear
2014042407,Clear
2014042408,Clear
2014042409,Clear
2014042410,Clear
2014042411,Clear
2014042412,Clear
2014042413,Clear
2014042414,Clear
2014042415,Clear
2014042416,Clear
2014042417,Clear
2014042418,Clear
2014042419,Clear
2014042420,Clear
2014042421,Clear
2014042422,Clear
2014042423,Clear
2014042500,Clear
2014042501,Clear
2014042502,Clear
2014042503,Clear
2014042504,Clear
2014042505,Clear
2014042506,Clear
2014042507,Clear
2014042508,Clear
2014042509,Clear
2014042510,Clear
2014042511,Clear
2014042512,Clear
2014042513,Clear
2014042514,Clear
2014042515,Clear
2014042516,Clear
2014042517,Clear
2014042518,Clear
2014042519,Partly Cloudy
2014042520,Overcast
2014042521,Overcast
2014042522,Overcast
2014042523,Light Rain
2014042600,Light Rain
2014042601,Light Rain
2014042602,Heavy Rain
2014042602,Rain
2014042602,Heavy Rain
2014042602,Heavy Rain
2014042602,Heavy Rain
2014042602,Heavy Rain
2014042603,Heavy Rain
2014042603,Rain
2014042603,Rain
2014042603,Rain
2014042603,Rain
2014042604,Rain
2014042604,Rain
2014042604,Rain
2014042605,Light Rain
2014042605,Light Rain
2014042605,Overcast
2014042606,Overcast
2014042607,Overcast
2014042608,Overcast
2014042609,Scattered Clouds
2014042609,Scattered Clouds
2014042610,Mostly Cloudy
2014042610,Partly Cloudy
2014042610,Clear
2014042611,Scattered Clouds
2014042612,Scattered Clouds
2014042613,Clear
2014042614,Scattered Clouds
2014042615,Overcast
2014042616,Overcast
2014042617,Overcast
2014042618,Scattered Clouds
2014042619,Mostly Cloudy
2014042619,Overcast
2014042620,Overcast
2014042620,Light Rain
2014042621,Overcast
2014042621,Light Rain
2014042622,Overcast
2014042622,Overcast
2014042623,Overcast
2014042700,Scattered Clouds
2014042701,Clear
2014042702,Partly Cloudy
2014042703,Clear
2014042704,Clear
2014042705,Clear
2014042706,Clear
2014042707,Clear
2014042708,Clear
2014042709,Scattered Clouds
2014042710,Overcast
2014042711,Mostly Cloudy
2014042712,Mostly Cloudy
2014042713,Overcast
2014042714,Overcast
2014042715,Overcast
2014042716,Mostly Cloudy
2014042717,Overcast
2014042718,Overcast
2014042719,Overcast
2014042720,Overcast
2014042721,Overcast
2014042722,Partly Cloudy
2014042723,Clear
2014042800,Clear
2014042801,Clear
2014042802,Clear
2014042803,Clear
2014042804,Clear
2014042805,Clear
2014042806,Clear
2014042807,Clear
2014042808,Clear
2014042809,Clear
2014042810,Clear
2014042811,Clear
2014042812,Clear
2014042813,Clear
2014042814,Clear
2014042815,Clear
2014042816,Clear
2014042817,Clear
2014042818,Clear
2014042819,Clear
2014042820,Clear
2014042821,Clear
2014042822,Clear
2014042823,Clear
2014042900,Clear
2014042901,Clear
2014042902,Scattered Clouds
2014042903,Overcast
2014042903,Overcast
2014042904,Overcast
2014042905,Overcast
2014042906,Overcast
2014042907,Overcast
2014042908,Overcast
2014042909,Overcast
2014042910,Overcast
2014042911,Overcast
2014042912,Overcast
2014042913,Overcast
2014042914,Overcast
2014042915,Overcast
2014042916,Light Rain
2014042917,Overcast
2014042918,Overcast
2014042919,Overcast
2014042920,Overcast
2014042921,Light Rain
2014042922,Light Rain
2014042923,Overcast
2014042923,Light Rain
2014042923,Overcast
2014043000,Overcast
2014043000,Overcast
2014043001,Heavy Rain
2014043001,Rain
2014043002,Rain
2014043002,Rain
2014043003,Rain
2014043003,Light Rain
2014043003,Light Rain
2014043004,Rain
2014043004,Rain
2014043004,Light Rain
2014043005,Light Rain
2014043005,Rain
2014043006,Rain
2014043006,Light Rain
2014043006,Rain
2014043007,Rain
2014043007,Light Rain
2014043007,Light Rain
2014043007,Light Rain
2014043007,Light Rain
2014043008,Rain
2014043008,Light Rain
2014043008,Light Rain
2014043008,Light Rain
2014043009,Light Rain
2014043009,Light Rain
2014043010,Light Rain
2014043010,Rain
2014043010,Light Rain
2014043010,Rain
2014043011,Heavy Rain
2014043011,Light Rain
2014043011,Rain
2014043012,Heavy Rain
2014043012,Rain
2014043012,Rain
2014043012,Rain
2014043013,Rain
2014043013,Rain
2014043014,Light Rain
2014043015,Light Rain
2014043015,Heavy Rain
2014043016,Heavy Rain
2014043017,Heavy Rain
2014043017,Rain
2014043017,Heavy Rain
2014043018,Heavy Rain
2014043018,Heavy Rain
2014043018,Heavy Rain
2014043018,Heavy Rain
2014043018,Heavy Rain
2014043018,Heavy Rain
2014043019,Heavy Rain
2014043019,Rain
2014043019,Heavy Rain
2014043020,Heavy Rain
2014043020,Heavy Rain
2014043020,Rain
2014043020,Rain
2014043021,Heavy Rain
2014043021,Rain
2014043021,Heavy Rain
2014043021,Heavy Rain
2014043021,Heavy Rain
2014043022,Rain
2014043022,Heavy Rain
2014043023,Heavy Rain
2014043023,Heavy Rain
2014043023,Rain
2014043100,Heavy Rain
2014043100,Heavy Rain
2014043100,Rain
2014043100,Light Rain
2014043100,Light Rain
2014043100,Light Rain
2014043101,Light Rain
2014043101,Overcast
2014043101,Heavy Rain
2014043101,Light Rain
2014043101,Light Rain
2014043102,Light Rain
2014043102,Overcast
2014043102,Overcast
2014043103,Light Rain
2014043103,Overcast
2014043104,Overcast
2014043104,Light Rain
2014043104,Light Rain
2014043105,Overcast
2014043105,Overcast
2014043106,Overcast
2014043107,Overcast
2014043107,Fog
2014043107,Fog
2014043108,Overcast
2014043108,Overcast
2014043108,Overcast
2014043109,Light Rain
2014043109,Overcast
2014043110,Mostly Cloudy
2014043110,Mostly Cloudy
2014043110,Mostly Cloudy
2014043111,Mostly Cloudy
2014043111,Overcast
2014043112,Clear
2014043113,Partly Cloudy
2014043114,Clear
2014043115,Clear
2014043116,Scattered Clouds
2014043117,Clear
2014043118,Clear
2014043119,Mostly Cloudy
2014043120,Overcast
2014043121,Overcast
2014043122,Overcast
2014043123,Overcast
2014050100,Heavy Rain
2014050100,Heavy Rain
2014050100,Rain
2014050100,Light Rain
2014050100,Light Rain
2014050100,Light Rain
2014050101,Light Rain
2014050101,Overcast
2014050101,Heavy Rain
2014050101,Light Rain
2014050101,Light Rain
2014050102,Light Rain
2014050102,Overcast
2014050102,Overcast
2014050103,Light Rain
2014050103,Overcast
2014050104,Overcast
2014050104,Light Rain
2014050104,Light Rain
2014050105,Overcast
2014050105,Overcast
2014050106,Overcast
2014050107,Overcast
2014050107,Fog
2014050107,Fog
2014050108,Overcast
2014050108,Overcast
2014050108,Overcast
2014050109,Light Rain
2014050109,Overcast
2014050110,Mostly Cloudy
2014050110,Mostly Cloudy
2014050110,Mostly Cloudy
2014050111,Mostly Cloudy
2014050111,Overcast
2014050112,Clear
2014050113,Partly Cloudy
2014050114,Clear
2014050115,Clear
2014050116,Scattered Clouds
2014050117,Clear
2014050118,Clear
2014050119,Mostly Cloudy
2014050120,Overcast
2014050121,Overcast
2014050122,Overcast
2014050123,Overcast
2014050200,Mostly Cloudy
2014050201,Mostly Cloudy
2014050202,Overcast
2014050203,Mostly Cloudy
2014050204,Overcast
2014050205,Mostly Cloudy
2014050206,Mostly Cloudy
2014050207,Overcast
2014050208,Overcast
2014050209,Mostly Cloudy
2014050210,Clear
2014050211,Mostly Cloudy
2014050212,Overcast
2014050213,Mostly Cloudy
2014050214,Scattered Clouds
2014050215,Partly Cloudy
2014050216,Mostly Cloudy
2014050217,Overcast
2014050218,Partly Cloudy
2014050219,Partly Cloudy
2014050220,Clear
2014050221,Clear
2014050222,Clear
2014050223,Clear
2014050300,Clear
2014050301,Clear
2014050302,Clear
2014050303,Clear
2014050304,Clear
2014050305,Clear
2014050306,Clear
2014050307,Clear
2014050308,Clear
2014050309,Partly Cloudy
2014050310,Clear
2014050311,Clear
2014050312,Clear
2014050313,Mostly Cloudy
2014050314,Overcast
2014050315,Overcast
2014050316,Overcast
2014050317,Overcast
2014050318,Mostly Cloudy
2014050319,Rain
2014050319,Heavy Rain
2014050320,Light Rain
2014050320,Scattered Clouds
2014050321,Partly Cloudy
2014050322,Light Rain
2014050323,Mostly Cloudy
2014050400,Partly Cloudy
2014050401,Scattered Clouds
2014050402,Mostly Cloudy
2014050403,Mostly Cloudy
2014050404,Clear
2014050405,Clear
2014050406,Partly Cloudy
2014050407,Mostly Cloudy
2014050408,Overcast
2014050409,Overcast
2014050410,Overcast
2014050411,Scattered Clouds
2014050412,Overcast
2014050413,Overcast
2014050414,Mostly Cloudy
2014050415,Scattered Clouds
2014050416,Mostly Cloudy
2014050417,Mostly Cloudy
2014050418,Clear
2014050419,Clear
2014050420,Clear
2014050421,Clear
2014050422,Clear
2014050423,Clear
2014050500,Mostly Cloudy
2014050501,Overcast
2014050502,Clear
2014050503,Clear
2014050504,Clear
2014050505,Clear
2014050506,Clear
2014050507,Clear
2014050508,Clear
2014050509,Clear
2014050510,Clear
2014050511,Clear
2014050512,Clear
2014050513,Clear
2014050514,Clear
2014050515,Clear
2014050516,Clear
2014050517,Clear
2014050518,Clear
2014050519,Clear
2014050520,Clear
2014050521,Clear
2014050522,Clear
2014050523,Clear
2014050600,Clear
2014050601,Clear
2014050602,Clear
2014050603,Clear
2014050607,Overcast
2014050608,Mostly Cloudy
2014050609,Mostly Cloudy
2014050610,Overcast
2014050611,Overcast
2014050612,Mostly Cloudy
2014050613,Scattered Clouds
2014050614,Mostly Cloudy
2014050615,Mostly Cloudy
2014050616,Mostly Cloudy
2014050617,Scattered Clouds
2014050618,Clear
2014050619,Clear
2014050620,Clear
2014050621,Clear
2014050622,Clear
2014050623,Clear
2014050700,Clear
2014050701,Clear
2014050702,Clear
2014050703,Clear
2014050704,Clear
2014050705,Clear
2014050706,Clear
2014050707,Clear
2014050708,Clear
2014050709,Clear
2014050710,Clear
2014050711,Clear
2014050712,Clear
2014050713,Clear
2014050714,Clear
2014050715,Clear
2014050716,Clear
2014050717,Clear
2014050718,Clear
2014050719,Clear
2014050720,Clear
2014050721,Clear
2014050722,Clear
2014050723,Mostly Cloudy
2014050800,Mostly Cloudy
2014050801,Overcast
2014050802,Light Rain
2014050803,Light Rain
2014050803,Light Rain
2014050804,Light Rain
2014050804,Rain
2014050804,Rain
2014050804,Light Rain
2014050805,Light Rain
2014050805,Light Rain
2014050805,Light Rain
2014050806,Light Rain
2014050806,Light Rain
2014050806,Light Rain
2014050807,Overcast
2014050807,Light Rain
2014050807,Light Rain
2014050807,Light Rain
2014050808,Overcast
2014050808,Overcast
2014050809,Light Rain
2014050810,Overcast
2014050811,Overcast
2014050812,Overcast
2014050813,Overcast
2014050813,Overcast
2014050813,Overcast
2014050814,Overcast
2014050814,Overcast
2014050814,Overcast
2014050815,Overcast
2014050815,Overcast
2014050815,Overcast
2014050816,Overcast
2014050817,Haze
2014050818,Overcast
2014050819,Overcast
2014050820,Overcast
2014050821,Overcast
2014050821,Overcast
2014050822,Overcast
2014050822,Overcast
2014050823,Overcast
2014050823,Overcast
2014050900,Overcast
2014050900,Overcast
2014050901,Overcast
2014050902,Light Rain
2014050903,Heavy Rain
2014050903,Overcast
2014050903,Overcast
2014050904,Overcast
2014050904,Overcast
2014050904,Overcast
2014050905,Overcast
2014050906,Overcast
2014050907,Overcast
2014050907,Overcast
2014050908,Overcast
2014050908,Overcast
2014050909,Overcast
2014050909,Overcast
2014050909,Overcast
2014050910,Haze
2014050911,Overcast
2014050911,Overcast
2014050912,Overcast
2014050912,Overcast
2014050912,Overcast
2014050913,Overcast
2014050913,Overcast
2014050914,Overcast
2014050915,Haze
2014050915,Haze
2014050916,Haze
2014050917,Overcast
2014050917,Overcast
2014050918,Overcast
2014050918,Overcast
2014050919,Overcast
2014050919,Overcast
2014050920,Overcast
2014050920,Overcast
2014050921,Overcast
2014050922,Overcast
2014050922,Overcast
2014050922,Overcast
2014050923,Overcast
2014050923,Overcast
2014050923,Overcast
2014050923,Overcast
2014050923,Overcast
2014051000,Overcast
2014051001,Overcast
2014051001,Overcast
2014051001,Overcast
2014051001,Overcast
2014051002,Overcast
2014051003,Overcast
2014051003,Overcast
2014051004,Overcast
2014051004,Overcast
2014051005,Overcast
2014051005,Overcast
2014051005,Overcast
2014051006,Overcast
2014051006,Overcast
2014051006,Overcast
2014051006,Overcast
2014051007,Overcast
2014051007,Overcast
2014051007,Overcast
2014051007,Overcast
2014051007,Overcast
2014051008,Overcast
2014051008,Overcast
2014051009,Overcast
2014051010,Haze
2014051010,Haze
2014051011,Clear
2014051012,Clear
2014051013,Partly Cloudy
2014051014,Light Rain
2014051015,Clear
2014051016,Light Rain
2014051016,Light Rain
2014051016,Light Rain
2014051017,Rain
2014051017,Heavy Rain
2014051017,Mostly Cloudy
2014051017,Light Rain
2014051018,Scattered Clouds
2014051019,Partly Cloudy
2014051020,Mostly Cloudy
2014051021,Partly Cloudy
2014051022,Scattered Clouds
2014051023,Light Rain
2014051100,Light Rain
2014051101,Scattered Clouds
2014051102,Rain
2014051103,Partly Cloudy
2014051104,Clear
2014051105,Clear
2014051106,Clear
2014051107,Clear
2014051108,Clear
2014051109,Clear
2014051110,Clear
2014051111,Clear
2014051112,Clear
2014051113,Clear
2014051114,Clear
2014051115,Clear
2014051116,Clear
2014051117,Clear
2014051118,Clear
2014051119,Clear
2014051120,Clear
2014051121,Clear
2014051122,Clear
2014051123,Clear
2014051200,Clear
2014051201,Clear
2014051202,Clear
2014051203,Clear
2014051204,Clear
2014051205,Clear
2014051206,Clear
2014051207,Clear
2014051208,Clear
2014051209,Clear
2014051210,Clear
2014051211,Clear
2014051212,Partly Cloudy
2014051213,Partly Cloudy
2014051214,Mostly Cloudy
2014051215,Mostly Cloudy
2014051216,Overcast
2014051217,Overcast
2014051218,Overcast
2014051219,Mostly Cloudy
2014051220,Overcast
2014051221,Clear
2014051222,Clear
2014051223,Clear
2014051300,Clear
2014051301,Clear
2014051302,Clear
2014051303,Clear
2014051304,Clear
2014051305,Haze
2014051306,Mostly Cloudy
2014051307,Scattered Clouds
2014051308,Clear
2014051309,Clear
2014051310,Clear
2014051311,Clear
2014051312,Clear
2014051313,Clear
2014051314,Clear
2014051315,Clear
2014051316,Clear
2014051317,Clear
2014051318,Clear
2014051319,Clear
2014051320,Clear
2014051321,Clear
2014051322,Clear
2014051323,Clear
2014051400,Clear
2014051401,Clear
2014051402,Clear
2014051403,Partly Cloudy
2014051404,Mostly Cloudy
2014051404,Overcast
2014051405,Overcast
2014051406,Overcast
2014051407,Overcast
2014051408,Overcast
2014051409,Overcast
2014051409,Overcast
2014051410,Overcast
2014051410,Overcast
2014051411,Overcast
2014051412,Partly Cloudy
2014051413,Clear
2014051414,Mostly Cloudy
2014051414,Overcast
2014051415,Overcast
2014051416,Overcast
2014051417,Overcast
2014051418,Overcast
2014051418,Overcast
2014051419,Haze
2014051419,Haze
2014051420,Haze
2014051421,Overcast
2014051422,Overcast
2014051422,Haze
2014051423,Overcast
2014051500,Overcast
2014051501,Overcast
2014051501,Overcast
2014051501,Overcast
2014051502,Overcast
2014051502,Light Rain
2014051502,Overcast
2014051502,Overcast
2014051503,Light Rain
2014051503,Light Rain
2014051503,Light Rain
2014051504,Overcast
2014051504,Overcast
2014051504,Overcast
2014051505,Light Rain
2014051505,Light Rain
2014051505,Overcast
2014051506,Overcast
2014051506,Overcast
2014051507,Rain
2014051507,Light Rain
2014051507,Overcast
2014051508,Overcast
2014051509,Overcast
2014051509,Overcast
2014051510,Overcast
2014051510,Overcast
2014051511,Overcast
2014051511,Light Rain
2014051511,Light Rain
2014051512,Light Rain
2014051512,Overcast
2014051512,Overcast
2014051513,Overcast
2014051514,Overcast
2014051514,Haze
2014051515,Haze
2014051515,Overcast
2014051516,Overcast
2014051516,Overcast
2014051517,Overcast
2014051518,Overcast
2014051519,Overcast
2014051520,Overcast
2014051521,Overcast
2014051522,Overcast
2014051523,Overcast
2014051600,Overcast
2014051601,Overcast
2014051602,Overcast
2014051603,Overcast
2014051604,Overcast
2014051605,Overcast
2014051606,Overcast
2014051607,Overcast
2014051608,Overcast
2014051609,Overcast
2014051610,Overcast
2014051611,Overcast
2014051612,Overcast
2014051613,Light Rain
2014051614,Light Rain
2014051615,Light Rain
2014051615,Light Rain
2014051615,Overcast
2014051616,Overcast
2014051617,Light Rain
2014051617,Light Rain
2014051617,Overcast
2014051618,Light Rain
2014051618,Overcast
2014051618,Overcast
2014051619,Overcast
2014051620,Rain
2014051620,Light Rain
2014051621,Heavy Rain
2014051621,Light Rain
2014051621,Overcast
2014051621,Light Rain
2014051622,Rain
2014051622,Heavy Rain
2014051622,Rain
2014051622,Light Rain
2014051623,Overcast
2014051700,Overcast
2014051700,Overcast
2014051701,Mostly Cloudy
2014051702,Mostly Cloudy
2014051703,Clear
2014051704,Clear
2014051705,Clear
2014051706,Clear
2014051707,Clear
2014051708,Clear
2014051709,Clear
2014051710,Clear
2014051711,Clear
2014051712,Clear
2014051713,Partly Cloudy
2014051714,Partly Cloudy
2014051715,Partly Cloudy
2014051716,Scattered Clouds
2014051717,Scattered Clouds
2014051718,Clear
2014051719,Clear
2014051720,Clear
2014051721,Clear
2014051722,Clear
2014051723,Clear
2014051800,Clear
2014051801,Clear
2014051802,Clear
2014051803,Clear
2014051804,Clear
2014051805,Clear
2014051806,Clear
2014051807,Clear
2014051808,Clear
2014051809,Clear
2014051810,Clear
2014051811,Partly Cloudy
2014051812,Scattered Clouds
2014051813,Overcast
2014051814,Overcast
2014051815,Overcast
2014051816,Mostly Cloudy
2014051817,Mostly Cloudy
2014051818,Mostly Cloudy
2014051819,Clear
2014051820,Clear
2014051821,Clear
2014051822,Clear
2014051823,Clear
2014051900,Clear
2014051901,Clear
2014051902,Clear
2014051903,Clear
2014051904,Clear
2014051905,Clear
2014051906,Clear
2014051907,Clear
2014051910,Clear
2014051911,Scattered Clouds
2014051912,Scattered Clouds
2014051913,Scattered Clouds
2014051914,Mostly Cloudy
2014051915,Mostly Cloudy
2014051916,Overcast
2014051917,Mostly Cloudy
2014051918,Clear
2014051919,Clear
2014051920,Mostly Cloudy
2014051921,Clear
2014051922,Clear
2014051923,Clear
2014052000,Clear
2014052001,Clear
2014052002,Clear
2014052003,Clear
2014052004,Clear
2014052005,Clear
2014052006,Clear
2014052007,Clear
2014052008,Clear
2014052009,Clear
2014052010,Clear
2014052011,Clear
2014052012,Clear
2014052013,Mostly Cloudy
2014052014,Partly Cloudy
2014052015,Partly Cloudy
2014052016,Scattered Clouds
2014052017,Clear
2014052018,Clear
2014052019,Clear
2014052020,Clear
2014052021,Clear
2014052022,Mostly Cloudy
2014052023,Scattered Clouds
2014052100,Overcast
2014052101,Overcast
2014052102,Overcast
2014052103,Overcast
2014052104,Overcast
2014052105,Overcast
2014052106,Clear
2014052107,Overcast
2014052108,Mostly Cloudy
2014052109,Mostly Cloudy
2014052110,Partly Cloudy
2014052111,Partly Cloudy
2014052112,Partly Cloudy
2014052113,Clear
2014052114,Partly Cloudy
2014052115,Overcast
2014052116,Mostly Cloudy
2014052117,Mostly Cloudy
2014052118,Overcast
2014052119,Overcast
2014052120,Overcast
2014052121,Mostly Cloudy
2014052122,Overcast
2014052123,Clear
2014052200,Overcast
2014052201,Overcast
2014052202,Overcast
2014052203,Heavy Rain
2014052203,Light Rain
2014052203,Rain
2014052204,Light Rain
2014052205,Overcast
2014052206,Light Rain
2014052206,Overcast
2014052207,Overcast
2014052207,Overcast
2014052208,Overcast
2014052208,Overcast
2014052209,Overcast
2014052210,Overcast
2014052210,Overcast
2014052210,Overcast
2014052210,Overcast
2014052211,Overcast
2014052212,Haze
2014052213,Overcast
2014052213,Overcast
2014052214,Overcast
2014052214,Overcast
2014052215,Overcast
2014052216,Overcast
2014052217,Haze
2014052217,Haze
2014052218,Light Rain
2014052218,Overcast
2014052218,Overcast
2014052219,Mostly Cloudy
2014052219,Overcast
2014052219,Overcast
2014052220,Overcast
2014052221,Overcast
2014052221,Overcast
2014052221,Overcast
2014052222,Overcast
2014052222,Overcast
2014052222,Overcast
2014052222,Overcast
2014052222,Overcast
2014052223,Mostly Cloudy
2014052223,Overcast
2014052223,Overcast
2014052223,Overcast
2014052300,Overcast
2014052300,Overcast
2014052301,Overcast
2014052301,Overcast
2014052302,Overcast
2014052302,Overcast
2014052302,Overcast
2014052303,Overcast
2014052304,Overcast
2014052304,Overcast
2014052304,Overcast
2014052304,Overcast
2014052305,Overcast
2014052306,Overcast
2014052306,Overcast
2014052307,Overcast
2014052308,Haze
2014052309,Haze
2014052309,Haze
2014052310,Haze
2014052310,Haze
2014052311,Haze
2014052312,Overcast
2014052312,Overcast
2014052313,Mostly Cloudy
2014052313,Mostly Cloudy
2014052313,Mostly Cloudy
2014052314,Mostly Cloudy
2014052315,Overcast
2014052316,Light Rain
2014052317,Light Rain
2014052317,Overcast
2014052317,Overcast
2014052318,Haze
2014052318,Mostly Cloudy
2014052318,Mostly Cloudy
2014052319,Light Rain
2014052320,Heavy Rain
2014052320,Rain
2014052320,Light Rain
2014052321,Heavy Rain
2014052321,Heavy Rain
2014052321,Rain
2014052321,Heavy Rain
2014052321,Heavy Rain
2014052322,Light Rain
2014052322,Light Rain
2014052322,Light Rain
2014052323,Rain
2014052323,Light Rain
2014052323,Heavy Rain
2014052323,Rain
2014052323,Rain
2014052400,Light Rain
2014052400,Light Rain
2014052401,Heavy Rain
2014052401,Light Rain
2014052401,Light Rain
2014052401,Overcast
2014052402,Mostly Cloudy
2014052402,Mostly Cloudy
2014052403,Overcast
2014052404,Overcast
2014052405,Overcast
2014052405,Overcast
2014052406,Overcast
2014052406,Overcast
2014052407,Haze
2014052408,Overcast
2014052409,Overcast
2014052409,Overcast
2014052409,Overcast
2014052410,Scattered Clouds
2014052411,Mostly Cloudy
2014052411,Mostly Cloudy
2014052411,Mostly Cloudy
2014052412,Mostly Cloudy
2014052413,Overcast
2014052414,Overcast
2014052415,Overcast
2014052416,Heavy Rain
2014052416,Light Rain
2014052417,Rain
2014052417,Heavy Rain
2014052417,Heavy Rain
2014052417,Light Rain
2014052417,Light Rain
2014052418,Light Rain
2014052418,Mostly Cloudy
2014052418,Partly Cloudy
2014052419,Mostly Cloudy
2014052420,Mostly Cloudy
2014052421,Mostly Cloudy
2014052422,Scattered Clouds
2014052422,Clear
2014052423,Mostly Cloudy
2014052423,Partly Cloudy
2014052500,Clear
2014052501,Partly Cloudy
2014052502,Mostly Cloudy
2014052502,Mostly Cloudy
2014052502,Scattered Clouds
2014052503,Clear
2014052504,Clear
2014052505,Clear
2014052506,Clear
2014052507,Clear
2014052508,Clear
2014052509,Clear
2014052510,Clear
2014052511,Clear
2014052512,Clear
2014052513,Clear
2014052514,Clear
2014052515,Clear
2014052516,Partly Cloudy
2014052517,Scattered Clouds
2014052518,Scattered Clouds
2014052519,Mostly Cloudy
2014052520,Clear
2014052521,Clear
2014052522,Clear
2014052523,Clear
2014052600,Clear
2014052601,Clear
2014052602,Clear
2014052603,Clear
2014052604,Clear
2014052605,Mostly Cloudy
2014052606,Clear
2014052607,Clear
2014052608,Clear
2014052609,Clear
2014052610,Clear
2014052611,Clear
2014052612,Clear
2014052613,Clear
2014052614,Clear
2014052615,Clear
2014052616,Clear
2014052617,Clear
2014052618,Clear
2014052619,Clear
2014052620,Clear
2014052621,Clear
2014052622,Clear
2014052623,Clear
2014052700,Clear
2014052701,Clear
2014052702,Clear
2014052703,Clear
2014052704,Clear
2014052705,Clear
2014052706,Clear
2014052707,Clear
2014052708,Clear
2014052709,Clear
2014052710,Clear
2014052711,Mostly Cloudy
2014052712,Overcast
